D00733:158:CA67GANXX:1:1104:6429:34611	chr10	50601	1	75	50013	51122	chr10	50806	0	75	50013	51122
D00733:158:CA67GANXX:1:1108:9036:22008	chr10	50710	1	75	50013	51122	chr10	50886	0	75	50013	51122
D00733:158:CA67GANXX:1:2203:1686:15871	chr10	50713	1	75	50013	51122	chr10	50932	1	75	50013	51122
D00733:158:CA67GANXX:1:2103:14776:83149	chr10	50875	1	75	50013	51122	chr10	671347	0	46	671302	672970
D00733:158:CA67GANXX:1:2203:1432:91931	chr10	50890	1	75	50013	51122	chr10	51017	0	75	50013	51122
D00733:158:CA67GANXX:1:1302:16342:17519	chr10	50907	1	75	50013	51122	chr10	51117	0	55	50013	51122
D00733:158:CA67GANXX:1:1201:2419:20059	chr10	50959	1	75	50013	51122	chr10	344809	1	75	344193	344887
D00733:158:CA67GANXX:1:1312:1780:9731	chr10	50963	1	75	50013	51122	chr10	68600402	0	75	68600399	68600473
D00733:158:CA67GANXX:1:2302:11289:52211	chr10	50980	1	75	50013	51122	chr10	51073	0	75	50013	51122
D00733:158:CA67GANXX:1:2211:15339:85638	chr10	50982	1	75	50013	51122	chr10	237615	0	25	237591	237936
D00733:158:CA67GANXX:1:2314:8745:27678	chr10	51003	1	75	50013	51122	chr10	46257507	1	75	46257019	46257618
D00733:158:CA67GANXX:1:1105:2162:73321	chr10	51003	1	75	50013	51122	chr10	68857614	0	29	68857586	68858271
D00733:158:CA67GANXX:1:1313:4240:24198	chr10	51003	1	75	50013	51122	chr10	68857614	0	29	68857586	68858271
D00733:158:CA67GANXX:1:2214:20410:70320	chr10	51012	1	75	50013	51122	chr10	85260669	0	75	85260599	85260962
D00733:158:CA67GANXX:1:1309:1399:89269	chr10	51028	1	75	50013	51122	chr10	11675825	1	75	11675314	11675917
D00733:158:CA67GANXX:1:2102:18104:75734	chr10	51028	1	75	50013	51122	chr10	11675825	1	75	11675314	11675917
D00733:158:CA67GANXX:1:2308:3870:62021	chr10	51043	1	75	50013	51122	chr10	250691	1	75	250276	250813
D00733:158:CA67GANXX:1:1108:15993:34854	chr10	51043	1	75	50013	51122	chr10	3506180	1	75	3505882	3506447
D00733:158:CA67GANXX:1:2101:16147:75869	chr10	51043	1	75	50013	51122	chr10	3506180	1	75	3505882	3506447
D00733:158:CA67GANXX:1:1305:8534:50325	chr10	51052	1	75	50013	51122	chr10	90915	1	75	90656	91027
D00733:158:CA67GANXX:1:2115:16951:41108	chr10	51052	1	75	50013	51122	chr10	90915	1	75	90656	91027
D00733:158:CA67GANXX:1:1106:1531:39473	chr10	51058	1	68	50013	51122	chr10	632358	0	75	632265	633095
D00733:158:CA67GANXX:1:1210:12118:46641	chr10	51143	1	75	51122	51888	chr10	12395230	1	65	12395135	12395291
D00733:158:CA67GANXX:1:1215:4413:98839	chr10	51157	1	75	51122	51888	chr10	51244	0	75	51122	51888
